type,industry_greater_than_1,sum,share
rr_means,FALSE,8088864.328691913,0.7641808522085786
rr_means,TRUE,2496148.7677682764,0.23581914779142138
rr_median,FALSE,5845720.071724742,0.5522638487504234
rr_median,TRUE,4739293.024735448,0.44773615124957655
