quantile,type,state,var,mean
0.25,benefits only,NA,7.125120510042475e-6,0.8499425784710087
0.25,business,NA,4.3266173109065116e-5,1.0166574544653477
0.25,main,NA,3.3303375019566565e-5,1.0218175144760853
0.25,no tipping,NA,4.420952259589703e-5,0.9398969728010077
0.25,payroll,NA,3.9049407467196775e-5,1.106461845669826
0.25,PUA_recipiency,NA,3.3303375019566565e-5,1.0218175144760853
0.5,benefits and tax,NA,5.2175974740290965e-5,1.3337314376524485
0.5,benefits only,NA,3.0994374959528435e-5,1.2444453196645906
0.5,business,NA,7.047520174975216e-5,1.4491105914792581
0.5,main,NA,1.8765793653545418e-5,1.4526426681231437
0.5,no tipping,NA,2.8143628319296577e-5,1.3449213901246204
0.5,payroll,NA,2.2003569379744636e-5,1.5729752767982026
0.5,PUA_recipiency,NA,1.8765793653545418e-5,1.4526426681231437
0.75,benefits and tax,NA,2.04624597001368e-4,1.988482772316652
0.75,benefits only,NA,2.0095861934762215e-4,1.840823270104872
0.75,business,NA,2.723702481833933e-4,1.9441551072959395
0.75,main,NA,1.3430482110445393e-4,1.9498391577534862
0.75,no tipping,NA,2.0305677635109383e-4,1.7561799196362293
0.75,payroll,NA,1.5747724310327357e-4,2.11135804846073
0.75,PUA_recipiency,NA,1.3430482110445393e-4,1.9498391577534862
NA,benefits and tax,NA,7.5029105042837e-6,0.6879345487554395
NA,benefits only,NA,8.181166056361268e-6,0.6488400100097702
NA,business,NA,6.137459531899531e-6,0.7582881785127058
NA,main,NA,6.070776393043235e-6,0.7605158559878601
NA,no tipping,NA,8.752984562293503e-6,0.7154710136266864
NA,payroll,NA,5.520579288565575e-6,0.7964117513797618
NA,PUA_recipiency,NA,6.070776393043235e-6,0.7605158559878601
NA,state_FPUC,AK,0.00456076988187275,1.396859532109828
NA,state_FPUC,AL,6.137071214183979e-7,1.4814631161984413
NA,state_FPUC,AR,5.310520706552353e-4,1.5180979457716963
NA,state_FPUC,AZ,0.0038279387087068566,1.1767685991278336
NA,state_FPUC,CA,9.097068588878542e-4,1.4268085585475783
NA,state_FPUC,CO,0.002152841869375302,1.4813681435842778
NA,state_FPUC,CT,0.0023496132788109244,1.450432091459791
NA,state_FPUC,DE,0.006577038990730311,1.6308387112376062
NA,state_FPUC,FL,0,1.48143214980735
NA,state_FPUC,GA,1.1581037809885278e-4,1.6338845573290715
NA,state_FPUC,HI,0.0012476092356431426,1.495547199565182
NA,state_FPUC,IA,5.170066541382194e-4,1.5165226550529918
NA,state_FPUC,ID,6.61953358473113e-4,1.5199796757100366
NA,state_FPUC,IL,0.0026853048451772627,1.4628105375312999
NA,state_FPUC,IN,0.0019425442109984804,1.4313182716373796
NA,state_FPUC,KS,0.00321643718833943,1.470564000451797
NA,state_FPUC,KY,0.0059045091227464585,1.5969062141353585
NA,state_FPUC,LA,0.003891688859246574,1.420351205839841
NA,state_FPUC,MA,0.0010911510108845776,1.3607530988952496
NA,state_FPUC,MD,0.0036182760832229825,1.440302161775395
NA,state_FPUC,ME,6.069332576005293e-4,1.6097592137451857
NA,state_FPUC,MI,0.0026552994584356903,1.3797849443259569
NA,state_FPUC,MN,0.0028933272387781637,1.4394322132269857
NA,state_FPUC,MO,6.125478569083381e-5,1.5352794024608964
NA,state_FPUC,MS,0.006670878570491559,1.4672600423274127
NA,state_FPUC,MT,3.481228303431484e-4,1.5389469248686647
NA,state_FPUC,NC,1.1093356479670479e-32,1.51583918243932
NA,state_FPUC,ND,0.002012933587346067,1.4745946445784794
NA,state_FPUC,NE,8.74515540398876e-4,1.5114247201262363
NA,state_FPUC,NH,7.404238742943809e-4,1.3895334422450276
NA,state_FPUC,NJ,0.004302700056157273,1.4117823109681389
NA,state_FPUC,NM,0.0018260990256544684,1.6210671959133007
NA,state_FPUC,NV,6.277344948922274e-4,1.386217854090496
NA,state_FPUC,NY,8.550370152914464e-4,1.3476324906144435
NA,state_FPUC,OH,0.0016430609195331525,1.4257678287265116
NA,state_FPUC,OK,0.0038300294680576985,1.6264791923724395
NA,state_FPUC,OR,0.0043620949527287175,1.5704592888076134
NA,state_FPUC,PA,0.002095807653094035,1.4763250342356606
NA,state_FPUC,RI,0.005044371751375967,1.3486400901430462
NA,state_FPUC,SC,0.00163500856333954,1.3839153813989387
NA,state_FPUC,SD,0.0011197479326781263,1.580452131030263
NA,state_FPUC,TN,0.004984654816197419,1.4605858051010956
NA,state_FPUC,TX,6.253515199719311e-4,1.5312030272647563
NA,state_FPUC,UT,0.0010904511532692357,1.5009423239905528
NA,state_FPUC,VA,2.4022447612955197e-4,1.5340694123789747
NA,state_FPUC,VT,0.0034889769385094828,1.4688134592690922
NA,state_FPUC,WA,3.034737224724294e-4,1.3693188835650987
NA,state_FPUC,WI,3.0814879110195774e-32,1.53583918843932
NA,state_FPUC,WV,3.864006785709803e-4,1.5636663129807504
NA,state_FPUC,WY,0.0029075164794426737,1.522803198958874
